Name,Latitude,Longitude
Under Lane,53.52451,-2.142549
Under Lane,53.52454,-2.142534
Houseley Avenue,53.52487,-2.151344
Houseley Avenue,53.52486,-2.150922
Coalshaw Green Road,53.52521,-2.148072
Butler Green,53.53029,-2.14367
Turf Lane,53.52579,-2.147954
Old Lane,53.53183,-2.141005
Lincoln Street,53.53632,-2.137836
Lincoln Street,53.5364,-2.138002
Lansdowne Road,53.53832,-2.137842
Block Lane,53.53885,-2.138478
Robinson Street,53.53784,-2.142941
Robinson Street,53.53771,-2.142805
Ramsey Street,53.53386,-2.144874
Ramsey Street,53.53443,-2.144695
Thompson Lane,53.53223,-2.145728
Block Lane,53.53896,-2.137331
Arkwright Street,53.54097,-2.134773
Arkwright Street,53.54152,-2.134805
Middleton Road,53.54324,-2.134403
Lincoln Street,53.534038,-2.135686
Manchester Road,53.53491,-2.132807
Ridgefield Street,53.50626,-2.168451
Ridgefield Street,53.50629,-2.168903
Brown Street,53.50717,-2.165545
Ashton Road West,53.50779,-2.164793
Brown Cow,53.50903,-2.161827
Failsworth Liberal Club,53.509603,-2.160744
Failsworth Precinct,53.510073,-2.159344
Failsworth Pole,53.51114,-2.156995
Failsworth Pole,53.51166,-2.155519
Evening Street,53.51368,-2.152767
Evening Street,53.51365,-2.15248
Wellington Street,53.51531,-2.150315
Wellington Street,53.51521,-2.150133
Hollinwood,53.51756,-2.146673
Hollinwood,53.51838,-2.146027
Clowes Street,53.52133,-2.14287
Clowes Street,53.52174,-2.142178
Drury Lane,53.52312,-2.140749
Drury Lane,53.52465,-2.139186
Chapel Road,53.52513,-2.137875
Chapel Road,53.5264,-2.136883
Heron Street,53.52999,-2.134481
Heron Street,53.52835,-2.134974
Grange Avenue,53.53128,-2.133294
Derby Street,53.53246,-2.133041
Frederick Street,53.53574,-2.131029
Frederick Street,53.53443,-2.131448
Alfred Street,53.537,-2.1288
Alfred Street,53.53708,-2.127971
Lee Street,53.53856,-2.12458
Lee Street,53.53897,-2.12431
Merton Avenue,53.52487,-2.126637
Chamber Road,53.52688,-2.129147
Heron Street,53.52672,-2.130232
Vaal Street,53.52608,-2.13192
Vaal Street,53.52597,-2.132523
Ashton Road,53.53409,-2.11642
Kennedy Street,53.53335,-2.117942
Kennedy Street,53.53288,-2.118665
Hawksley Street,53.5256,-2.134905
Hawksley Street,53.52571,-2.135524
St Mary's Church,53.50452,-2.158131
St Mary'S Church,53.50452,-2.158131
Propps Hall Drive,53.50618,-2.160671
Copster Place,53.52518,-2.116064
Crofton Street,53.52505,-2.114555
James Street,53.51057,-2.152303
Douglas Street,53.51025,-2.14906
Douglas Street,53.50992,-2.148049
Willow Tavern,53.50846,-2.143701
Willow Tavern,53.508483,-2.144425
Ashton Road East,53.5092,-2.139301
Richmond Road,53.51255,-2.142026
Wimbledon Road,53.51368,-2.143945
Wimbledon Road,53.51365,-2.144262
Alexander Avenue,53.5121,-2.147861
Alexander Avenue,53.5122,-2.147846
Hawthorn Road,53.51977,-2.139894
Chapel Road,53.52055,-2.135356
Chapel Road,53.52123,-2.133187
Jenny Street,53.52143,-2.134349
Manchester Road,53.52517,-2.136819
Manchester Road,53.52528,-2.137046
Primrose Bank,53.53547,-2.115292
Primrose Bank,53.53515,-2.115729
Lee Street,53.53284,-2.114531
Ashton Road,53.53159,-2.114482
Wilson Street,53.530761,-2.114782
Lorne Street,53.52917,-2.115924
Gainsborough Avenue,53.52831,-2.116208
Windsor Road,53.52791,-2.116614
Hollins Road,53.52605,-2.117243
Hollins Road,53.5257,-2.117498
Frederick Street,53.52508,-2.119834
Frederick Street,53.5249,-2.120452
Garden Suburb,53.52315,-2.12188
Garden Suburb,53.52313,-2.122679
Hollins Road,53.52272,-2.123568
Hollins Road,53.52256,-2.123327
Oak Road,53.51965,-2.12377
Oak Road,53.51978,-2.123484
Acacia Road,53.51689,-2.12417
Acacia Road,53.51727,-2.123914
Limehurst School,53.51465,-2.126048
Lower Lime Road,53.51352,-2.127206
Lower Lime Road,53.51307,-2.127642
Laburnum Road,53.51148,-2.130849
Laburnum Road,53.51155,-2.131211
St Chads Crescent,53.51545,-2.125779
St Chads Crescent,53.51545,-2.125779
Pine Tree Road,53.51601,-2.129762
Pine Tree Road,53.51568,-2.12955
Roman Road,53.5178,-2.131894
Roman Road,53.51854,-2.132439
Side Street,53.51995,-2.133861
Hollins Road,53.520422,-2.134497
Oak Road,53.52159,-2.131484
Glencoe Street,53.521932,-2.130731
Glencoe Street,53.52218,-2.129404
Mill Gate,53.52255,-2.128274
Houghton Avenue,53.52266,-2.125936
Houghton Avenue,53.52281,-2.125273
Morton Street,53.50423,-2.175453
Broadway,53.50556,-2.171539
Nelson Tavern,53.4963,-2.161914
Nelson Tavern,53.49599,-2.161129
Wyndale Drive,53.49762,-2.157277
The Windmill,53.5001,-2.156698
Hollinwood,53.51776,-2.14687
Manchester Road,53.53497,-2.132159
Worcester Street,53.53375,-2.136862
Medlock Road,53.50465,-2.135773
Medlock Road,53.50479,-2.135728
Richmond Road,53.51223,-2.141965
Hollinwood Avenue,53.5237,-2.168475
Welbeck Avenue,53.52422,-2.167964
Kirby Avenue,53.52533,-2.166143
Kirby Avenue,53.52583,-2.165587
Broadway,53.52546,-2.163308
Hollinwood Avenue,53.52277,-2.164716
Long Lane,53.52411,-2.154343
Long Lane (Sbd)Opp.Ed1783(To Def.Route),53.52411,-2.154343
Paulden Drive,53.505655,-2.148969
Clough Road,53.50653,-2.149982
Paulden Drive,53.505565,-2.149165
Clough Road,53.50506,-2.14764
Stockfield Road,53.54305,-2.141963
Stockfield Road,53.54305,-2.141963
Stock Lane,53.541743,-2.141174
Stock Lane,53.54176,-2.141098
Lower Lime Road,53.51284,-2.126314
Lower Lime Road,53.51284,-2.126314
Heron Street,53.528,-2.130991
Heron Street,53.528,-2.130991
Crescent Road,53.52265,-2.163584
Crescent Road,53.52265,-2.163584
Butterworth L(Nbd)opp.ED1784(to def.rte),53.52219,-2.160324
Stock Lane,53.541798,-2.140993
Stockfield Road,53.54218,-2.138896
Stockfield Road,53.54218,-2.138896
Alder Road,53.501561,-2.151879
Alder Road,53.50074,-2.152901
Clive Road,53.50573,-2.160473
Clive Road,53.50573,-2.160473
Long Lane (Ebnd),53.52444,-2.154118
Lower Lime Road (to def.jct),53.51334,-2.127401
Lower Lime Road (To Def.Jct),53.51334,-2.127401
Oldham Sixth Form College (to def route),53.53872,-2.120114
Oldham Sixth Form College (to def route),53.53872,-2.120114
Limeside Road,53.51785,-2.131804
Frederick Street,53.53069,-2.125643
Frederick Street,53.53069,-2.125643
Radclyffe Lower School (Turning Circle),53.53666,-2.154962
Radclyffe Lower School (Turning Circle),53.53666,-2.154962
Broadway,53.5278,-2.158354
Broadway,53.5278,-2.158354
Woodall Street,53.51093,-2.158849
Old Road,53.50992,-2.162328
Landsdowne Road,53.53888,-2.136456
Landsdowne Road,53.53888,-2.136456
Ashton Road,53.50711,-2.129192
Ashton Road,53.50613,-2.131239
Cutler Hill Road,53.5074,-2.129027
Cutler Hill Road,53.5074,-2.129027
Wickentree Lane,53.51601,-2.150966
Wickentree Lane,53.51601,-2.150966
Oldham Way (to define route),53.53829,-2.119419
Oldham Way (to define route),53.53717,-2.115689
Oldham Way (to define route),53.53717,-2.115689
Lansdowne Road (to def route),53.5391,-2.139112
Wrigley Head,53.51406,-2.154608
Wrigley Head,53.51406,-2.154608
Lord Lane (northbound),53.50001,-2.156773
Paddock Lane,53.500008,-2.157678
Paddock Lane,53.49973,-2.158656
Brookdale Mews,53.502176,-2.162992
Somerset Road,53.50225,-2.162631
Brookdale Mews,53.502266,-2.163083
Coronation Road,53.50214,-2.163459
Brooks Drive,53.503287,-2.165122
Brooks Drive,53.50338,-2.164821
Marlborough Drive,53.503377,-2.16553
Marlborough Drive,53.50338,-2.16565
Lower Lime Road,53.51047,-2.129353
Coal Pit Lane,53.50932,-2.130119
Coal Pit Lane,53.50932,-2.130119
Hartshead Crescent,53.503523,-2.136205
Stamford Drive,53.50318,-2.135964
Stamford Drive,53.502598,-2.137415
Stamford Drive,53.50266,-2.137335
Ashbridge Road,53.502304,-2.13847
Ashbridge Road,53.50197,-2.138056
Medlock Road,53.50403,-2.136284
Hartshead Crescent,53.50401,-2.136253
Propps Hall Drive,53.50311,-2.168936
Propps Hall Drive,53.50311,-2.168936
Alder Road,53.503451,-2.150213
Alder Road,53.50389,-2.150274
Cornwall Street,53.53376,-2.137767
Turf Lane (Ebd),53.52528,-2.148103
Morrison's (Hollinwood),53.52168,-2.153218
Morrison's (Hollinwood),53.52168,-2.153218
Stansfield School,53.51447,-2.148336
Broadgate,53.53262,-2.168737
Broadgate,53.53262,-2.168737
Railway Road (Werneth)(to define route),53.53834,-2.128216
Tattersall Street (to define route),53.53843,-2.125953
Rochdale Road (to define route),53.54313,-2.118905
M60 (Ashton Road - to define route),53.50583,-2.131374
M60 (Ashton Road - to define route),53.50583,-2.131374
Oldham Road (to define route),53.51951,-2.142804
Oldham Road (to define route),53.51951,-2.142804
M60 (to define route),53.52774,-2.163136
M60 (to define route),53.52774,-2.163136
Jackson Street,53.50507,-2.1692
Jackson Street,53.50507,-2.1692
Albert Street,53.51695,-2.142539
Albert Street,53.51695,-2.142539
Cutler Hill,53.50895,-2.131701
Cutler Hill,53.50895,-2.131701
Knott Lanes,53.50974,-2.11572
Knott Lanes,53.50974,-2.11572
Railway Road,53.52012,-2.146591
Ashton Road,53.50456,-2.135079
Cutler Hill Road,53.50867,-2.130493
Medlock Road,53.50429,-2.135621
Cutler Hill Road,53.50872,-2.136872
Paddock Lane,53.500088,-2.157844
Somerset Road,53.500964,-2.161691
Somerset Road,53.501081,-2.161722
Marlborough Drive,53.503341,-2.165696
Clough Road,53.504378,-2.149161
Clough Road,53.504306,-2.14901
Alder Road,53.503469,-2.150454
Alder Road,53.501472,-2.151608
Alder Road,53.499993,-2.155296
Alder Road,53.500146,-2.155357
Brooks Drive,53.503171,-2.165047
Coronation Road,53.502786,-2.163884
Coronation Road,53.502705,-2.16414
Peel Street,53.54272,-2.137967
Peel Street,53.542739,-2.137792
Wilton Grove,53.45741,-2.148318
Ashwood Avenue,53.45346,-2.145397
Anson Road,53.45196,-2.143299
Dane Road,53.45107,-2.141986
Windermere Avenue,53.44978,-2.142298
Dunkirk Close,53.45,-2.143955
Balmoral Drive,53.45535,-2.1481
Gorseyfields,53.47567,-2.144886
Gorseyfields,53.47591,-2.144947
St Marys School,53.47947,-2.144567
Pearl Street,53.45589,-2.120271
Springfield Road,53.48671,-2.154689
Rivington Grove,53.47623,-2.135968
Booth Road,53.47273,-2.147708
Palm Street,53.48447,-2.168515
Derwent Street,53.48291,-2.16771
Merlyn Avenue,53.45048,-2.116959
Merlyn Avenue,53.45035,-2.117064
Audenshaw Road,53.47144,-2.123765
Sandringham Avenue,53.46989,-2.122556
Audenshaw School,53.468449,-2.119087
Audenshaw School,53.46823,-2.118649
Redwood Drive,53.46751,-2.115785
Redwood Drive,53.46733,-2.115695
Buller Street,53.47779,-2.142769
Buller Street,53.47761,-2.143205
Westway,53.4744,-2.144791
Maytree Crescent,53.46511,-2.122301
Mansfield Avenue,53.46173,-2.124264
Mansfield Avenue,53.46199,-2.124265
Leech Brook Avenue,53.46647,-2.121657
Stamford Road,53.47273,-2.124116
Ashton Moss Metrolink Stop,53.48539,-2.119451
Ashton Moss Metrolink Stop,53.48511,-2.120294
Leech Brook Avenue,53.46643,-2.121521
Gorton Crescent,53.45143,-2.130513
Canal Street,53.47837,-2.146191
Fiveways Greenside Lane,53.48376,-2.150248
North Road,53.48669,-2.169247
Windmill Lane,53.44749,-2.148464
Arnold Drive,53.48187,-2.149654
Sainsbury's,53.45486,-2.131036
Sainsbury'S Car Park,53.45506,-2.130976
Bakewell Road,53.48643,-2.165539
Sunny Bank Park,53.48412,-2.163285
Sports Field,53.48245,-2.162314
Buckingham Road,53.48278,-2.162677
Palm Street,53.48461,-2.163708
Bakewell Road,53.48639,-2.165388
Trinity Church,53.47936,-2.146662
St Martin's Church,53.48871,-2.156897
Tesco,53.47954,-2.148184
Ashton Park,53.482308,-2.12279
Shoecroft Avenue,53.450254,-2.121521
Pearl Street,53.45602,-2.120121
Edge Lane Metrolink Stop,53.480735,-2.165155
Community Centre,53.4536,-2.143997
Fairview Road,53.44815,-2.145936
Fairview Road,53.44738,-2.14762
Community Centre,53.45364,-2.143727
Denton Community College,53.46143,-2.121161
Denton Community College,53.46143,-2.121778
Denton Community College,53.45955,-2.124318
Denton Community College,53.45939,-2.123926
Belmont Avenue,53.45736,-2.123122
Palm Street,53.48436,-2.168334
Derwent Street,53.48286,-2.167544
Edge Lane Metrolink Stop,53.481694,-2.167103
Bridge Street,53.47616,-2.161943
Wheler Street,53.47754,-2.165082
Wheler Street,53.477769,-2.165234
Edge Lane Metrolink Stop,53.480231,-2.166148
Edge Lane,53.49091,-2.166626
Chatsworth Road,53.48846,-2.1663
Chatsworth Road,53.48803,-2.166359
Holly Street,53.48685,-2.168645
North Road,53.48681,-2.166188
North Road,53.48662,-2.165931
Edge Lane Metrolink Stop,53.481,-2.16487
Buxton Lane,53.48053,-2.162412
Buxton Lane,53.48051,-2.160378
Cemetery Road Metrolink Stop,53.479958,-2.154951
Cemetery Road Metrolink Stop,53.48009,-2.155132
Cemetery Road,53.47997,-2.153655
Cemetery Road,53.47972,-2.152283
Scott Road,53.47962,-2.151062
Tesco,53.4796,-2.148907
Droylsden Metrolink Stop,53.479612,-2.144553
Droylsden Metrolink Stop,53.47933,-2.144431
Williamson Lane,53.47918,-2.142457
Williamson Lane,53.47927,-2.141764
Kershaw Lane,53.47888,-2.136806
Kershaw Lane,53.47858,-2.135388
Audenshaw Metrolink Stop,53.478447,-2.133053
Audenshaw Metrolink Stop,53.47842,-2.131048
Rothbury Avenue,53.49695,-2.11579
Rothbury Avenue,53.49695,-2.11579
Newmarket Grove,53.50015,-2.115241
Newmarket Grove,53.49993,-2.115738
Daisy Nook Country Park,53.50048,-2.120564
Daisy Nook Country Park,53.50034,-2.120292
Back Lane,53.498,-2.123466
Back Lane,53.49832,-2.122834
Howarth Farm Road,53.49616,-2.125993
Howarth Farm Road,53.49617,-2.125812
Laurus Ryecroft,53.49438,-2.12959
Laurus Ryecroft,53.49432,-2.128957
Cryer Street,53.492183,-2.132116
Cryer Street,53.491687,-2.133381
Littlemoss Road,53.491146,-2.13469
Littlemoss Terminus,53.49081,-2.135126
Moorside Street,53.48869,-2.132663
Littlemoss Road,53.4881,-2.13349
James Street,53.48668,-2.136801
James Street,53.48662,-2.137192
Thornhill Road,53.48562,-2.138576
Medlock Street,53.48369,-2.141538
Oldham Street,53.48405,-2.140906
Football Ground,53.48195,-2.143626
Football Ground,53.48173,-2.143626
Manchester Road,53.48005,-2.145428
Droylsden Shopping Centre,53.48124,-2.145915
Droylsden Shopping Centre,53.48119,-2.145523
Fiveways Scott Road,53.48404,-2.150083
Fiveways Scott Road,53.48415,-2.150099
Springfield Road,53.48753,-2.155777
Lowfield Avenue,53.49051,-2.15826
Cambridge Road,53.49003,-2.157927
Clock House Avenue,53.49131,-2.16182
Greenside Lane,53.48933,-2.156568
Greenside Lane,53.48954,-2.155604
Surrey Avenue,53.48945,-2.154081
Surrey Avenue,53.48954,-2.153765
Shrewsbury Road,53.48843,-2.149466
Shrewsbury Road,53.48848,-2.14918
Clough Road,53.48595,-2.14578
Clough Road,53.48576,-2.145448
Market Street,53.48361,-2.142592
Sunnyside Road,53.48623,-2.146414
Sunnyside Road,53.48599,-2.146549
Ruskin Road,53.4852,-2.148385
Fiveways Byron Avenue,53.484,-2.151922
Fiveways Byron Avenue,53.48409,-2.151184
Ash Road,53.48307,-2.155143
Ash Road,53.48289,-2.155369
Lewis Road,53.4814,-2.160592
Sunnybank Road,53.48212,-2.15847
Edge Lane Metrolink Stop,53.48102,-2.165126
Manchester Road,53.48111,-2.164373
Gransmoor Road,53.475298,-2.158264
Gransmoor Road,53.47538,-2.157495
Peel Street,53.47551,-2.155311
Peel Street,53.47572,-2.154875
Grove Street,53.47609,-2.152888
Grove Street,53.4762,-2.152647
Droylsden Wharf Road,53.47708,-2.147452
Droylsden Wharf Road,53.47725,-2.147272
Canal Street,53.47877,-2.14589
Ryecroft Hall,53.47765,-2.130684
Audenshaw Metrolink Stop,53.47714,-2.133139
Rivington Grove,53.47654,-2.135382
Audenshaw Road,53.47438,-2.141281
Audenshaw Road,53.47443,-2.141703
Ashton Hill Lane,53.47375,-2.144623
Charles Avenue,53.47337,-2.145496
Fletchers Arms,53.44446,-2.115632
Fletchers Arms,53.4443,-2.115511
Wakeling Road,53.44299,-2.116953
Wakeling Road,53.44229,-2.117674
Snipe Way,53.47868,-2.12747
Snipe Way,53.47861,-2.12692
Ashton Moss,53.48067,-2.120764
Ashton Moss,53.48099,-2.11855
Guide Bridge,53.47541,-2.115536
Guide Bridge,53.475526,-2.115672
Hanover Street North,53.47471,-2.120551
Hanover Street North,53.47486,-2.120446
Greenfield Street,53.47388,-2.122854
Greenfield Street,53.4741,-2.122704
Stamford Road,53.47267,-2.124357
Crown Point,53.45624,-2.116387
Hulme Road,53.45744,-2.141601
Wilton Grove,53.45763,-2.146677
Hulme Road,53.45714,-2.141721
Hulme Road,53.45715,-2.142112
Sainsbury's,53.45619,-2.130423
Seymour Street,53.45612,-2.124203
Ann Street,53.4561,-2.118917
Crown Point,53.45611,-2.116342
Crown Point,53.45611,-2.115077
Granada Road,53.45491,-2.148083
Cemetery Road,53.4833,-2.15436
Ashwood Avenue,53.45369,-2.145956
Platt Walk,53.44713,-2.117055
Capesthorne Walk,53.44836,-2.116381
Capesthorne Walk,53.44861,-2.115674
Shoecroft Avenue,53.45031,-2.1214
Anson Road,53.45177,-2.142862
Platt Walk,53.44685,-2.116828
St Thomas More RC College,53.45089,-2.115349
Chestnut Gardens,53.45078,-2.116056
Ash Road,53.45716,-2.150425
Stamford Road,53.46682,-2.115
Stamford Road,53.46682,-2.115542
Stanhope Avenue,53.46499,-2.116773
Stanhope Avenue,53.46464,-2.116787
Hartford Street,53.4628,-2.117324
Hartford Street,53.46296,-2.117204
Frederick Street,53.46141,-2.116627
York Road,53.4596,-2.115779
Tame Street,53.46074,-2.116053
York Road,53.45902,-2.11516
Audenshaw Road,53.47153,-2.124022
Ash Street,53.47115,-2.128857
Ash Street,53.47128,-2.127501
Trafalgar Avenue,53.47276,-2.134586
Trafalgar Avenue,53.47248,-2.134103
Clarendon Road,53.47377,-2.137482
Clarendon Road,53.47372,-2.138311
Audenshaw Hall Grove,53.47408,-2.141656
Audenshaw Hall Grove,53.47393,-2.14146
Denton Station,53.45678,-2.130213
Holland Street,53.45672,-2.126177
Christ Church,53.456336,-2.121459
Heaton Street,53.456145,-2.126808
Acre Street,53.454897,-2.116715
Acre Street,53.4553,-2.117092
Cedar Grove,53.453368,-2.117404
Cedar Grove,53.45295,-2.119149
Shoecroft Avenue,53.451866,-2.118755
Shoecroft Avenue,53.45092,-2.118797
Shoecroft Avenue,53.450932,-2.119939
Shoecroft Ave (to define route),53.45105,-2.120694
Ruskin Avenue,53.44647,-2.1216
Auburn Road,53.4478,-2.121378
M67 Ebd (to define route),53.45632,-2.126492
M67 Ebd (to define route),53.45654,-2.126538
Davenport Street (To define route),53.48105,-2.16163
Davenport Street (To define route),53.48105,-2.16163
Tesco Superstore,53.47977,-2.148441
Tesco Superstore,53.47977,-2.148441
Seymour Street,53.45748,-2.122987
Lumb Lane,53.49108,-2.13472
Windmill Lane (NE Bnd),53.44702,-2.14798
Windmill Lane,53.44702,-2.14798
Yew Tree Road,53.44347,-2.121802
York Road,53.45933,-2.11513
York Road,53.45933,-2.11513
Windmill Lane,53.44873,-2.144854
Cypress Road,53.48987,-2.148416
Cypress Road,53.48987,-2.148416
Suffolk Avenue,53.49164,-2.149296
Suffolk Avenue,53.49164,-2.149296
Somerset Road,53.49136,-2.152958
Somerset Road,53.49136,-2.152958
Lancaster Road,53.49065,-2.154146
Lancaster Road,53.49065,-2.154146
Anson Road,53.450316,-2.146441
Williamson Lane,53.47732,-2.143671
Williamson Lane,53.47732,-2.143671
Ashton Hill Lane,53.47711,-2.144574
Ashton Hill Lane,53.47711,-2.144574
Ashton Hill Lane,53.47446,-2.144822
Ashton Hill Lane,53.47446,-2.144822
Anson Road,53.450468,-2.146622
Edge Lane,53.48701,-2.169309
Edge Lane,53.48701,-2.169309
Acre Street,53.454816,-2.116971
Cedar Grove,53.45371,-2.116184
Auburn Road,53.447845,-2.121107
Town Lane,53.447934,-2.122553
Williamson Lane,53.47796,-2.142604
Williamson Lane,53.47796,-2.142604
Ashton Hill Lane,53.47772,-2.144998
Ashton Hill Lane,53.47772,-2.144998
St Peter's Upper RCHS (Fairfield Road),53.47512,-2.160131
St Peter's Upper RCHS (Fairfield Road),53.47512,-2.160131
Hulme Road (Sth bnd),53.45551,-2.143025
Hulme Road,53.45551,-2.143025
M60 (to def route),53.4753,-2.126338
M60 (to def route),53.47551,-2.1256
M60 (to def route),53.46777,-2.139376
Golf Course (to def route),53.46767,-2.139089
Manchester Road (to def rte),53.48133,-2.11834
Manchester Road (to define route),53.48277,-2.115646
Manchester Road (to define route),53.48277,-2.115646
Lumb Lane (to def route),53.49757,-2.12458
Lumb Lane (to def route),53.49757,-2.12458
Lord Sheldon Way (to define route),53.48806,-2.11438
Lord Sheldon Way (to define route),53.48806,-2.11438
Lord Sheldon Way (SWbd - def rte),53.48433,-2.12097
Lord Sheldon Way (to define route),53.48433,-2.12097
Abbey Hey Lane (N bnd),53.4675,-2.155553
Cedar Grove,53.453152,-2.117403
Shoecroft Avenue,53.451938,-2.118514
Shoecraft Avenue,53.450871,-2.12014
Hulme Road (Nth bnd),53.45401,-2.143306
M60 (to def route),53.47875,-2.11889
M60 (to def route),53.46853,-2.138294
Ruskin Avenue,53.446463,-2.121837
Town Lane,53.447969,-2.12277
Victoria Street,53.454791,-2.118746
Rose Hill,53.454522,-2.121949
Windmill Lane,53.450173,-2.131545
Windmill Lane,53.450331,-2.131696
Rose Hill,53.454632,-2.121897
Victoria Street,53.454906,-2.118784
Denton Community College,53.459528,-2.123656
Printworkskeith,53.47971,-2.221696
Printworks,53.464997,-2.239558
Ashenhurst Reservoir,53.52423,-2.231421
Ashenhurst Reservoir,53.52396,-2.230832
Sandyhill Road,53.52438,-2.234439
Sandyhill Road,53.52423,-2.233608
Fairy Lane,53.49654,-2.252676
Greenland Street,53.50773,-2.245761
North Manchester General Hospital,53.51716,-2.228698
Trinity Way,53.48994,-2.246758
Trinity Way,53.48895,-2.246361
Elizabeth Street,53.49673,-2.237964
Woodlands Street,53.50945,-2.242936
Withy Gr - Printworks (Stop CA),53.48466,-2.241107
Rochdale Road,53.53164,-2.206026
Brookwood Avenue,53.51189,-2.225609
Saddlecote Close,53.51287,-2.230379
Crescent Road       Np,53.51569,-2.227454
North Manchester General Hospital,53.518575,-2.231406
North Manchester General Hospital,53.51709,-2.228879
North Manchester General Hospital,53.51531,-2.227919
Nmg Hospital           Np,53.51614,-2.227079
Strangeways,53.49153,-2.248139
New Elm Road,53.47661,-2.260346
Cannon Street - Arndale (Stop CH),53.48334,-2.239878
Cravenwood Road,53.51279,-2.242805
Calthorpe Avenue,53.50633,-2.225202
Halstock Walk,53.49857,-2.215785
Carslake Road,53.49811,-2.215601
Lashbrook Close,53.49577,-2.217579
Lashbrook Close,53.49588,-2.217535
Manchester Cathedral,53.48472,-2.245236
Sainsburys,53.53666,-2.239848
St Mary's Parsonage,53.48111,-2.249449
Hanover Street,53.48522,-2.237794
Chapel Street,53.48643,-2.244718
St Mary's Gate,53.48367,-2.246194
Marks & Spencer,53.48345,-2.243481
Printworks,53.48532,-2.241788
Victoria Station,53.48645,-2.240966
Hanover Street,53.4869,-2.240637
Granada Studios,53.47886,-2.257076
Parsonage,53.48349,-2.247052
Cannon Street (Stop TB),53.48319,-2.239245
Printworks,53.48568,-2.241821
Cannon Street - Arndale (Stop CM),53.48376,-2.241765
Cannon Street - Arndale (Stop CL),53.48362,-2.241266
Cannon Street - Arndale (Stop CK),53.48354,-2.240874
Cannon Street - Arndale (Stop CJ),53.48344,-2.240407
CANNON STREET - STAND CE,53.48382,-2.240921
CANNON STREET -,53.48374,-2.240499
Cannon Street - Arndale (Stop CF),53.48366,-2.240152
Marshall Street,53.4873,-2.23437
Hanover Street,53.48587,-2.236773
Marshall Street,53.48742,-2.233662
Withy G - Printworks (Stop CB),53.48446,-2.241015
Victoria Rail Station,53.48674,-2.240983
Withy Grove,53.48565,-2.241564
Withy Gr (Stop Nj),53.48565,-2.241564
Victoria,53.48594,-2.241355
Victoria Rail Station,53.48714,-2.240684
Piercy Street,53.48317,-2.218223
Victoria Station Approach,53.48602,-2.241973
Victoria Stn Approach,53.48669,-2.242339
Victoria Rail Station,53.48716,-2.242854
Water Street,53.4755,-2.262871
Water Street,53.47578,-2.263264
Cannon Street - Arndale (Stop CC),53.48405,-2.242068
Cannon Street - Arndale (Stop CG),53.48348,-2.239653
Ridgefield,53.48064,-2.247488
Royal Exchange,53.48204,-2.244467
St Mary's Parsonage,53.48135,-2.251636
Cannon Street - Arndale (Stop CD),53.48388,-2.241178
Victoria Rail Station,53.486142,-2.241809
Hawkeshead Road,53.50116,-2.231175
Crescent Road,53.513,-2.230692
North Manchester General Hospital,53.51587,-2.22747
Harpurhey Road,53.50914,-2.219442
Irk Bridge,53.51157,-2.219681
Waterloo Street,53.51213,-2.223197
Old Hall Lane,53.53801,-2.240158
Heaton Park Road West,53.53664,-2.242534
Heaton Park Road West,53.53645,-2.242095
Woodlands Road Metrolink Stop,53.50906,-2.233299
Woodlands Road Metrolink Stop,53.50897,-2.233434
Osborne Street,53.4938,-2.224834
Osborne Street,53.492924,-2.225297
Livesey Street,53.49145,-2.227369
Peary Street,53.4903,-2.228539
Peary Street,53.49012,-2.229186
Clive Street,53.48903,-2.23034
Suddell Street,53.48851,-2.231498
Clive Street,53.48825,-2.232054
Rochdale Road,53.50201,-2.220039
Rochdale Road,53.50242,-2.220297
Wythburn Avenue,53.50253,-2.225288
Wythburn Avenue,53.50291,-2.225998
Broadoak Court,53.50371,-2.232033
Broadoak Court,53.50403,-2.233558
Shirley Road,53.50612,-2.237851
Albyns Avenue,53.50787,-2.240877
Cheetham Hill Road,53.50886,-2.241546
Bignor Street,53.5035,-2.23553
Bignor Street,53.50362,-2.235787
Balmfield Street,53.50148,-2.235941
Balmfield Street,53.50062,-2.236343
Boyle Street,53.50042,-2.235
Queens Road Bus Depot,53.50068,-2.233524
Clibran Street,53.50163,-2.228783
Smedley Road,53.50219,-2.226025
Smedley Road,53.50179,-2.227606
Clibran Street,53.50133,-2.229774
Queens Road Bus Depot,53.50054,-2.233599
Cheetham Hill Road,53.49974,-2.237454
Cheetham Hill Road,53.49985,-2.237409
Sherborne Street,53.49953,-2.241116
Waterloo Road,53.50107,-2.2442
Park Place,53.49056,-2.241246
Park Place,53.49073,-2.241397
St Chad's Catholic Church,53.49226,-2.24026
St Chad's Catholic Church,53.49267,-2.240263
Derby Street,53.49359,-2.239514
Derby Street,53.49449,-2.239218
Derby Street,53.49485,-2.239024
Elizabeth Street,53.49638,-2.237902
Queens Road,53.49942,-2.236171
Whitley Road,53.49606,-2.222435
Whitley Road,53.49491,-2.223589
Elvate Crescent,53.49819,-2.247756
Elvate Crescent,53.49807,-2.247665
Old Market Street,53.52244,-2.215786
Victoria Station,53.48732,-2.24082
Ash Street,53.50891,-2.216938
Football Museum,53.48621,-2.24211
Saddlecote Close,53.51289,-2.230591
Thornton Street North,53.49584,-2.220444
Teignmouth Street,53.49557,-2.220081
Bank House Road,53.5273,-2.224921
Pike Fold Primary School,53.52271,-2.222755
