Name,Latitude,Longitude
Longley Lane/Barnsley Road,53.418303401,-1.456820627
Barnsley Road/Horninglow Road,53.415558395,-1.456058180
Barnsley Road/Horninglow Road,53.415269131,-1.455700781
Barnsley Road/Hereward Road,53.420256237,-1.455351230
Barnsley Road/Hereward Road,53.420264196,-1.455125422
Barnsley Road/Hatfield House Lane,53.422627042,-1.454869508
Barnsley Road/Homestead Road,53.422971060,-1.455406840
Elm Lane/Swanbourne Road,53.421967543,-1.456111851
Hatfield House Lane/Etwell Way,53.422398011,-1.453924422
Hatfield House Lane/Etwall Way,53.422307304,-1.453745010
Sicey Avenue/Rolleston Road,53.422287375,-1.447455279
Sicey Avenue/Rolleston Road,53.422054171,-1.447563635
Sicey Avenue/Stubbin Lane,53.418666559,-1.447803126
Sicey Avenue/Stubbin Lane,53.418846391,-1.447815844
Bellhouse Road/Firth Park Road,53.418583510,-1.447337760
Bellhouse Road/Firth Park Crescent,53.418726554,-1.447170394
Firth Park Road/Hucklow Road,53.417873379,-1.447331917
Firth Park Road/Firth Park Avenue,53.415949640,-1.445355785
Firth Park Road/Firth Park Avenue,53.415419900,-1.445483037
Carter Knowle Road/Bannerdale Road,53.352841269,-1.492116319
Carter Knowle Road/Bannerdale Road,53.352618286,-1.492524595
Carter Knowle Road/Archer Lane,53.352150127,-1.494468129
Carter Knowle Road/Montrose Road,53.352215778,-1.495113346
Carter Knowle Road/Glenorchy Road,53.351941954,-1.498391593
Carter Knowle Road/Glenorchy Road,53.352050823,-1.498630684
Carter Knowle Road/Springfield Avenue,53.352954055,-1.501820064
Carter Knowle Road/Carter Knowle Avenue,53.354014878,-1.504016188
Carter Knowle Road/Carter Knowle Avenue,53.354025238,-1.504346590
Union Road/Osborne Road,53.360271960,-1.493530610
Osborne Road/Union Road,53.360763446,-1.492848610
Bellhouse Road/Lowhouse Road,53.432390699,-1.439753462
Bellhouse Road/Lowhouse Road,53.433036782,-1.439519195
Ecclesfield Road/Lee Steel/Railway Footbridge,53.428364950,-1.422995550
Ecclesfield Road/Fife Street,53.424055398,-1.418464095
Ecclesfield Road/Butterthwaite Road,53.423911808,-1.418511199
Standon Road/Standon Crescent,53.424149912,-1.428740926
Standon Road/Standon Crescent,53.423827261,-1.427059832
Standon Road/Standon Drive,53.423783650,-1.425465291
Standon Road/Jedburgh Street,53.423610193,-1.423044852
Standon Road/Woodgrove Road,53.423415698,-1.421858674
Brightside Lane/Hawke Street,53.405723094,-1.426851730
Brightside Lane/Hawke Street,53.405739483,-1.426520586
Brightside Lane/Colliery Road,53.407953035,-1.423271675
Brightside Lane/Weedon Street,53.408911346,-1.422551693
Brightside Lane/Weedon Street,53.409056173,-1.422760337
Weedon Street/Carbrook Street,53.409690049,-1.418163525
Weedon Street/Brightside Lane,53.409747488,-1.420735165
Weedon Street/Brightside Lane,53.409666127,-1.422496345
Meadowhall Road/Weedon Street,53.410205776,-1.422564257
Meadowhall Road/Meadowhall Way,53.410924124,-1.420553704
Meadowhall Road/Meadowhall Way,53.410929754,-1.419861611
Meadowhall Road/Hayland Street,53.412761772,-1.417670288
Meadowhall Road/Jenkin Road,53.412500971,-1.417643760
Jenkin Road/Meadowhall Road,53.411776313,-1.420196112
Jenkin Road/Holywell Road,53.411732614,-1.420452456
Jenkin Avenue/Jenkin Drive,53.413064082,-1.428152233
Holywell Road/Limpsfield Road,53.411277320,-1.422955938
Holywell Road/Limpsfield Road,53.411168736,-1.422806967
Newman Road/Newman Drive,53.418915946,-1.426328350
Newman Road/Newman Drive,53.418737196,-1.426541407
Newman Road/Barkby Road,53.419613189,-1.423655670
Newman Road/Robin Hood Road,53.420343380,-1.422231368
Merton Lane/Jardine Street,53.421190035,-1.420730199
Merton Lane/Newman Road,53.420965406,-1.420748298
Standon Road/Fife Street,53.423215276,-1.419453685
Standon Road/Fife Street,53.423276437,-1.419091696
Fife Street/Standon Road,53.423060139,-1.418974258
Merton Lane/Fife Street,53.422707262,-1.418497531
Barrow Road/Fife Street,53.422748246,-1.417684380
Barrow Road/Newman Road,53.421558961,-1.417113767
Barrow Road/Newman Road,53.420963546,-1.416670485
Sandstone Road/Sandstone Close,53.414712068,-1.428792123
Jenkin Avenue/Jenkin Road,53.415717656,-1.424806639
Barnsley Road/Coningsby Road,53.406592964,-1.453269335
Firth Park Road/Owler Lane,53.407510193,-1.451392299
Page Hall Road/Rushby Street,53.408093607,-1.445367673
Page Hall Road/Barretta Street,53.408204395,-1.445998032
Page Hall Road/Firth Park Road,53.409084738,-1.447821865
Firth Park Road/Selby Road,53.409079779,-1.448694432
Firth Park Road/Owler Lane,53.408063863,-1.450602953
Firth Park Road/Bolsover Road,53.409785673,-1.447782705
Firth Park Road/Addison Road,53.411330238,-1.445521160
Firth Park Road/Addison Road,53.411894464,-1.445077545
Firth Park Road/Vivian Road,53.412828389,-1.444884861
Barnsley Road/Horndean Road,53.409059603,-1.452124530
Barnsley Road/Idsworth Road,53.410505795,-1.451910388
Barnsley Road/Idsworth Road,53.410884814,-1.452236481
Barnsley Road/Mortlake Road,53.412206758,-1.452369947
Hucklow Road/Wheldrake Road,53.413642927,-1.451930254
Hucklow Road/Wheldrake Road,53.413733222,-1.452019363
Abbeydale Road/Lynmouth Road,53.352065453,-1.487258069
Machon Bank Road/Moncrieffe Road,53.359988496,-1.488184773
Moncrieffe Road/Sheldon Road,53.359876125,-1.487134314
Montgomery Road/Machon Bank Road,53.360269256,-1.488677267
Sheldon Road/Nether Edge Road,53.359406864,-1.486704202
Sheldon Road/Abbeydale Road,53.358753144,-1.483105957
Carter Knowle Road/Abbeydale Road,53.354138128,-1.486391877
Carter Knowle Road/Abbeydale Road,53.354237257,-1.486450781
Abbeydale Road/Carter Knowle Road,53.353929717,-1.486003764
Abbeydale Road/Woodseats Road,53.352377719,-1.486713490
Abbeydale Road/Edgedale Road,53.354682790,-1.485543990
Abbeydale Road/Marden Road,53.356143471,-1.484504745
Abbeydale Road/Marden Road,53.356842090,-1.483925379
Abbeydale Road/Sheldon Road,53.357915740,-1.482770507
Abbeydale Road/Leyburn Road,53.357959510,-1.482499525
Abbeydale Road/Empire Road,53.359539269,-1.479911005
Abbeydale Road/Avenue Road,53.360185310,-1.479647703
Broadfield Road/Abbeydale Road,53.358170731,-1.481460229
Broadfield Road/Bedale Road,53.358745553,-1.479289597
Broadfield Road/Clyde Road,53.359902992,-1.476751159
Broadfield Road/Cutts Terrace,53.360627680,-1.475975957
Woodseats Road/Abbeydale Road,53.352220394,-1.485663762
Woodseats Road/Abbeydale Road,53.352086282,-1.485830630
Chesterfield Road/Binfield Road,53.354866294,-1.480178201
Chesterfield Road/Beeton Road,53.355684958,-1.478275180
Chesterfield Road/Valley Road,53.358379630,-1.475778142
Fulwood Road/Endcliffe Vale Road,53.373601623,-1.515046721
Fulwood Road/Endcliffe Vale Road,53.373820891,-1.513706501
Fulwood Road/Shore Lane,53.374409474,-1.510362942
Fulwood Road/Shore Lane,53.374756748,-1.509562318
Fulwood Road/Endcliffe Crescent,53.375412353,-1.507239978
Fulwood Road/Endcliffe Crescent,53.375600052,-1.506982280
Manchester Road/Tapton House Road,53.376695805,-1.508953816
Manchester Road/Tapton House Road,53.376797084,-1.509538890
Manchester Road/Vernon Terrace,53.377557378,-1.515227287
Manchester Road/Vernon Terrace,53.378055146,-1.516063439
Psalter Lane/Kenwood Bank,53.366906509,-1.489514564
Cemetery Road/Sharrow Vale Road,53.367693039,-1.488468197
Cemetery Road/Grange Crescent Road,53.368413736,-1.486746285
Cemetery Road/Grange Road,53.368394339,-1.486415885
Washington Road/Mackenzie Street,53.369626317,-1.482373242
Washington Road/Mackenzie Street,53.369364290,-1.482060805
Washington Road/Sharrow Lane,53.367894118,-1.480906395
Wostenholm Road/Sharrow Lane,53.366893679,-1.480287363
Wostenholm Road/Priory Place,53.365602117,-1.480934241
Wostenholm Road/Kenwood Park Road,53.364555256,-1.482043961
Montgomery Road/Kenwood Park Road,53.364261705,-1.482753804
Montgomery Road/Kenbourne Road,53.363145386,-1.484435308
Montgomery Road/Kenbourne Road,53.362787283,-1.484770219
Moncrieffe Road/Montgomery Road,53.361202447,-1.486201795
Abbeydale Road/Chippinghouse Road,53.362586289,-1.477815256
Ben Lane/Laird Drive,53.407950540,-1.515844740
Ben Lane/Collin Avenue,53.407758794,-1.512898558
Ben Lane/Dykes Lane,53.407551451,-1.512750500
Far Lane/Dykes Hall Road,53.407287969,-1.509865353
Dykes Hall Road/Far Lane,53.407266967,-1.509128513
Dykes Hall Road/Far Lane,53.407800976,-1.510024929
Dykes Hall Road/Dunella Road,53.408423998,-1.510709746
Dykes Hall Road/Dunella Road,53.408994993,-1.511861514
Worrall Road/Wadsley Lane,53.410401275,-1.515064748
Worrall Road/Laird Road,53.410438997,-1.515500583
Wadsley Lane/Far Lane,53.410011977,-1.507788148
Middlewood Road/Marion Road,53.414392824,-1.508610205
Middlewood Road/Marion Road,53.414150019,-1.508582912
Wordsworth Avenue/Margetson Crescent,53.431137282,-1.476539371
Deerlands Avenue/Wordsworth Avenue,53.428476365,-1.486836131
Wordsworth Avenue/Doe Royd Lane,53.423988431,-1.486228019
Wordsworth Avenue/Southey Hill,53.424301981,-1.485983464
Wordsworth Avenue/Deerlands Avenue,53.426898069,-1.485606028
Wordsworth Avenue/Deerlands Avenue,53.427042721,-1.485799925
Deerlands Avenue/Wordsworth Avenue,53.428509990,-1.486293927
Wordsworth Avenue/Milnrow Drive,53.430241881,-1.481456864
Wordsworth Avenue/Margetson Crescent,53.430415825,-1.480115239
Wordsworth Avenue/Margetson Crescent,53.431412682,-1.475798489
Holgate Avenue/Holgate Crescent,53.429824359,-1.474358127
Holgate Avenue/Holgate Crescent,53.429214886,-1.474756948
Holgate Avenue/Margetson Road,53.428711145,-1.476719664
Holgate Avenue/Margetson Road,53.428542149,-1.477128088
Adlington Road/Deerlands Avenue,53.426923051,-1.478923779
Adlington Road/Deerlands Avenue,53.426688834,-1.478806247
Adlington Road/Buchanan Road,53.424839638,-1.479370606
Adlington Road/Falstaff Road,53.424354212,-1.479361485
Deerlands Avenue/Holgate Avenue,53.427101654,-1.472510511
Deerlands Avenue/Adlington Road,53.427044972,-1.473925863
Deerlands Avenue/Adlington Road,53.427294123,-1.479506177
Deerlands Avenue/Buchanan Crescent,53.427440095,-1.480001032
Deerlands Avenue/Buchanan Crescent,53.427795549,-1.483202290
Deerlands Avenue/Deerlands Mount,53.429437559,-1.488796151
Chaucer Road/Deerlands Avenue,53.429160176,-1.486993452
Chaucer Road/Deerlands Avenue,53.429275600,-1.486660957
Chaucer Road/Fulmere Road,53.430945520,-1.486204372
Chaucer Road/Mansel Avenue,53.431647307,-1.486361475
Deerlands Avenue/Buchanan Crescent,53.427798605,-1.483909591
Chaucer Road/Yew Lane,53.433253597,-1.485740052
Fox Hill Road/Fox Hill Crescent,53.424607621,-1.500832752
Fox Hill Road/Camborne Close,53.425299459,-1.500764457
Fox Hill Road/Browning Road,53.426724867,-1.499859854
Fox Hill Road/Browning Road,53.427048315,-1.499825961
Fox Hill Road/Fox Hill Crescent,53.428646130,-1.499310563
Fox Hill Road/Edge Lane,53.430934200,-1.498350536
Fox Hill Road/Edge Lane,53.431482099,-1.498253782
Fox Hill Road/Cowper Avenue,53.432576569,-1.497744202
Fox Hill Road/Cowper Avenue,53.432620750,-1.497563064
Halifax Road/Cowper Avenue,53.430916169,-1.491954145
Deerlands Avenue/Halifax Road,53.430355318,-1.491117994
Deerlands Avenue/Deerlands Mount,53.429566224,-1.489456824
Halifax Road/Deerlands Avenue,53.430106339,-1.491753089
Chaucer Road/Chaucer Close,53.427734824,-1.489990447
Wilcox Road/Halifax Road,53.427796399,-1.493902641
Wilcox Road/Cowper Crescent,53.427913882,-1.494051744
Wilcox Road/Fox Hill Road,53.428227372,-1.498051291
Wilcox Road/Powley Road,53.427996211,-1.496518934
Halifax Road/Wilcox Road,53.427000336,-1.492708135
Halifax Road/Chaucer Road,53.426890817,-1.492318153
Halifax Road/Lyminster Road,53.423981334,-1.492984829
Fox Hill Crescent/Fox Hill Road,53.424808941,-1.501688169
Fox Hill Crescent/Fox Hill Drive,53.426078782,-1.502275292
Fox Hill Crescent/Fox Hill Drive,53.426196067,-1.502379267
Fox Hill Crescent/Fox Hill Avenue,53.428219660,-1.502656644
Fox Hill Crescent/Edge Well Crescent,53.429987823,-1.502033995
Fox Hill Crescent/Edge Well Crescent,53.429771354,-1.501855919
Fox Hill Crescent/Fox Hill Road,53.429431881,-1.500204353
Fox Hill Crescent/Fox Hill Road,53.429203712,-1.499379265
Dobcroft Road/Cortworth Road,53.347855336,-1.516615616
Dobcroft Road/Cortworth Road,53.347132876,-1.513574461
Dobcroft Road/Silverdale Road,53.346913789,-1.512750786
Dobcroft Road/Whirlowdale Crescent,53.345130487,-1.509691885
Dobcroft Road/Whirlowdale Crescent,53.344974909,-1.509017744
Dobcroft Road/Whirlowdale Road,53.343596545,-1.506089639
Abbeydale Road South/Sherwood Glen,53.333836025,-1.512959820
Abbeydale Road South/Sherwood Glen,53.334326950,-1.512113290
Abbeydale Road South/Abbey Lane,53.335462938,-1.510748786
Abbeydale Road South/Abbey Lane,53.336653394,-1.509518743
Abbeydale Road South/Abbey Lane,53.336902166,-1.508810058
Walkley Lane/Bessingby Road,53.397758302,-1.500770858
Walkley Lane/Bessingby Road,53.397938757,-1.500934178
Ripley Street/Dodd Street,53.400691532,-1.499322768
Burnaby Crescent/Grouse Croft,53.396812373,-1.495984547
Burnaby Crescent/Burnaby Court,53.396829271,-1.495728688
Langsett Crescent/Freedom Court,53.398415065,-1.496627351
Langsett Crescent/Freedom Court,53.398463538,-1.495333393
Langsett Crescent/Channing Street,53.398754551,-1.494006478
Langsett Crescent/Channing Gardens,53.398609275,-1.493662293
Langsett Crescent/Greaves Street,53.398441104,-1.492160351
Langsett Crescent/Greaves Street,53.398369773,-1.492296554
Langsett Crescent/Normandale Road,53.397680975,-1.490966268
Normandale Road/Langsett Crescent,53.397328960,-1.490624570
Langsett Road/Hatton Road,53.400855554,-1.497711540
Forbes Road/Langsett Road,53.401610157,-1.499748164
Middlewood Road/Dykes Hall Road,53.403898483,-1.503150750
Holme Lane/Walkley Lane,53.402210294,-1.501395605
Holme Lane/Hillsborough Place,53.402169241,-1.502328607
Dykes Hall Road/Middlewood Road,53.404135926,-1.504050468
Abbey Lane/Linden Avenue,53.337208551,-1.489703877
Abbey Lane/Strelley Road,53.337144734,-1.489494389
Abbey Lane/Roxton Road,53.338427782,-1.486850881
Abbey Lane/Linden Avenue,53.338723104,-1.486546971
Abbey Lane/Linden Avenue,53.338975936,-1.484726704
Abbey Lane/Camping Lane,53.339119554,-1.484679918
Abbey Lane/Mitchell Road,53.339181066,-1.482276213
Meadowhead/Abbey Lane,53.338551365,-1.482163689
Chesterfield Road/Bromwich Road,53.339398010,-1.480486374
Chesterfield Road/Cobnar Road,53.339819021,-1.480150848
Chesterfield Road/Cobnar Road,53.340057974,-1.479291870
Chesterfield Road/Haughton Road,53.341627054,-1.478386621
Chesterfield Road/Olivet Road,53.342245276,-1.477928493
Meadowhead/Abbey Lane,53.337209243,-1.481519154
Meadowhead/Cobnar Wood,53.335670811,-1.481207421
Meadowhead/Cobnar Wood,53.335651203,-1.480832227
Meadowhead/Roxton Avenue,53.334091981,-1.479875063
Abbeydale Road South/Dobcroft Avenue,53.340645718,-1.503315161
Abbeydale Road South/Dobcroft Avenue,53.340844148,-1.503478066
Abbey Lane/Hutcliffe Wood Road,53.336015322,-1.492346158
Abbey Lane/Bocking Lane,53.335888400,-1.492092369
Bocking Lane/Abbey Lane,53.335235318,-1.492820946
Hutcliffe Wood Road/Abbey Lane,53.336217083,-1.493289864
Hutcliffe Wood Road/Dalewood Road,53.337172773,-1.493969362
Hutcliffe Wood Road/Dalewood Road,53.337216887,-1.493773608
Hutcliffe Wood Road/Dale View Road,53.339213402,-1.496137923
Hutcliffe Wood Road/Folds Lane,53.340002977,-1.495798207
Ecclesall Road South/Weetwood Drive,53.355792885,-1.512319043
Ecclesall Road South/Dunkeld Road,53.356264965,-1.511261942
Woodholm Road/Woodholm Place,53.353349249,-1.510438939
Woodholm Road/Mylnhurst Road,53.353211096,-1.509629256
Carter Knowle Road/Button Hill,53.355278180,-1.507366943
Carter Knowle Road/Button Hill,53.355297643,-1.507727298
Carter Knowle Road/Ecclesall Road South,53.356250374,-1.509894879
Ecclesall Road South/Ringinglow Road,53.357321399,-1.510228170
Ringinglow Road/Ecclesall Road South,53.357388195,-1.511173974
Ringinglow Road/Falkland Road,53.357721834,-1.513634261
Ringinglow Road/Falkland Road,53.357616848,-1.514341630
Knowle Lane/Ecclesall Road South,53.354657252,-1.513774298
Ecclesall Road South/Knowle Lane,53.354335446,-1.514213649
Knowle Lane/Ecclesall Road South,53.354560337,-1.514256165
Ecclesall Road South/Millhouses Lane,53.354182217,-1.514110224
Carter Knowle Road/Ecclesall Road South,53.356258561,-1.509699466
Ecclesall Road South/Ringinglow Road,53.358047539,-1.509754070
Ecclesall Road South/Brincliffe Edge Road,53.359434608,-1.508250623
Abbeydale Road South/Springfield Road,53.345762136,-1.497307487
Abbeydale Road South/Archer Road,53.345501981,-1.497430711
Abbeydale Road South/Hartington Avenue,53.343394417,-1.500714818
Archer Road/Abbeydale Road South,53.345532871,-1.496228689
Archer Road/Old Station Drive,53.345405323,-1.495824633
Archer Road/Hutcliffe Wood Road,53.344569440,-1.493716611
Archer Road/Hutcliffe Wood Road,53.344986533,-1.492449946
Abbeydale Road/Archer Road,53.346270038,-1.496250046
Abbeydale Road/Hastings Road,53.347586113,-1.495002780
Abbeydale Road/Marriott Road,53.348459775,-1.493295001
Abbeydale Road/Holt House Grove,53.349119611,-1.492040354
Springfield Road/Abbeydale Road South,53.346563169,-1.497553428
Springfield Road/Hastings Road,53.348090580,-1.499533358
Springfield Road/Hastings Road,53.348525540,-1.500369487
Springfield Road/Stowe Avenue,53.349516828,-1.500973810
Springfield Road/Stowe Avenue,53.349472388,-1.501094506
Springfield Road/Springfield Avenue,53.350548387,-1.502614245
Springfield Road/Springfield Avenue,53.350495521,-1.502870242
Scarsdale Road/Woodseats Road,53.345910714,-1.479536037
Bocking Lane/Greenhill Avenue,53.333456962,-1.488937739
Chesterfield Road/Smithy Wood Crescent,53.350197298,-1.481361653
Archer Road/Fraser Road,53.346374999,-1.489218962
Archer Road/Fraser Road,53.346501220,-1.489307580
Archer Road/Ulverston Road,53.347913645,-1.487488120
Archer Road/Ulverston Road,53.348021892,-1.487576952
Archer Road/Abbeydale Road,53.350352882,-1.488255068
Archer Road/Abbeydale Road,53.349956754,-1.488109587
Abbeydale Road/Troutbeck Road,53.350526940,-1.489019132
Abbeydale Road/Bannerdale Road,53.350519301,-1.489334696
Abbeydale Road/Archer Road,53.351277322,-1.487928524
Woodseats Road/Athol Road,53.350859604,-1.484853890
Woodseats Road/Athol Road,53.350759502,-1.484569667
Woodseats Road/Todwick Road,53.348425047,-1.483095633
Woodseats Road/Todwick Road,53.348198844,-1.482752869
Woodseats Road/Firbeck Road,53.347217040,-1.482284064
Woodseats Road/Chesterfield Road,53.345584385,-1.478909137
Scarsdale Road/Chesterfield Road,53.346452836,-1.478117457
Derbyshire Lane/Scarsdale Road,53.348180864,-1.476564152
Norton Lees Lane/Derbyshire Lane,53.348439020,-1.475990164
Norton Lees Lane/Derbyshire Lane,53.348583096,-1.476048486
Derbyshire Lane/Norton Lees Lane,53.348098587,-1.476249705
Chesterfield Road/The Dale,53.343280043,-1.478171199
Chesterfield Road/Nettleham Road,53.344376678,-1.478172837
Chesterfield Road/Woodseats Road,53.345304634,-1.478657195
Chesterfield Road/Scarsdale Road,53.346573029,-1.478882067
Chesterfield Road/Denton Road,53.347077486,-1.479131281
Chesterfield Road/Tadcaster Road,53.348304668,-1.480212917
Chesterfield Road/Smithy Wood Crescent,53.349231963,-1.480547150
Chesterfield Road/Woodbank Crescent,53.351420746,-1.481587176
Chesterfield Road/Woodbank Crescent,53.352392456,-1.481800739
Penistone Road/Hobson Avenue,53.398986192,-1.489296348
Penistone Road/Club Mill Road,53.396761731,-1.488300329
Tinker Lane/Bole Hill Road,53.390021513,-1.512243887
Bole Hill Road/Rangeley Road,53.391429226,-1.511385738
Bole Hill Road/Rivelin Street,53.393660666,-1.507555663
Bole Hill Road/Heavygate Avenue,53.394038899,-1.505551271
Northfield Road/Northfield Avenue,53.388953238,-1.506016145
Northfield Road/Eastfield Road,53.389532867,-1.504896758
Bole Hill Road/Rivelin Street,53.393428149,-1.507844060
Bole Hill Road/Rangeley Road,53.391196393,-1.511598918
Bole Hill Road/Tinker Lane,53.390428499,-1.512855735
Rivelin Valley Road/Opposite Walkley Bank Planta,53.396054157,-1.512550914
Rivelin Valley Road/Rivelin Road,53.392564265,-1.516410236
Burgoyne Road/Burgoyne Close,53.393870679,-1.491177125
Carr Road/South Road,53.393666964,-1.500412692
Carr Road/South Road,53.393471045,-1.500851076
Carr Road/Whitehouse Lane,53.394718880,-1.496189725
Carr Road/Whitehouse Road,53.394788438,-1.495632495
Burnaby Crescent/Walkley Road,53.396139272,-1.496233113
Burnaby Crescent/Walkley Road,53.395915011,-1.496341029
Walkley Road/Palm Street,53.395709286,-1.498719525
Walkley Road/Palm Street,53.395794026,-1.499635874
Walkley Road/Palm Lane,53.395746385,-1.501140274
Walkley Road/Walkley Bank Road,53.395791954,-1.501290126
Walkley Road/Parsonage Crescent,53.394759277,-1.503693244
South Road/Palm Street,53.394339750,-1.502239444
South Road/Palm Street,53.394519514,-1.502237348
South Road/Hoole Street,53.392587559,-1.500229840
South Road/Hoole Street,53.392261654,-1.499677280
Howard Road/Hadfield Street,53.391206881,-1.498937801
Howard Road/Fulton Road,53.389682314,-1.497632503
Northfield Road/Northfield Close,53.390445051,-1.503773475
Northfield Road/Heavygate Road,53.390542484,-1.503426501
Heavygate Avenue/Bole Hill Road,53.393425146,-1.504941839
Bole Hill Road/Heavygate Avenue,53.393965001,-1.505070918
Howard Road/Fulton Road,53.389383614,-1.497139824
Heavygate Avenue/Heavygate Road,53.391814071,-1.504434227
Burgoyne Road/Burgoyne Close,53.393907400,-1.491357140
Cloonmore Drive/Henley Avenue,53.333529998,-1.458603453
Primrose Avenue/Bellhouse Road,53.420876837,-1.443726774
Primrose Avenue/Foxglove Road,53.419633673,-1.441215115
Primrose Avenue/Acacia Road,53.419514927,-1.440810407
Bracken Road/Wincobank Avenue,53.418080040,-1.439595423
Wincobank Avenue/Bracken Road,53.417853502,-1.439207197
Wincobank Avenue/Bluebell Road,53.417483761,-1.435134558
Wincobank Avenue/Wincobank Road,53.417676872,-1.434153997
Wincobank Avenue/Hyacinth Road,53.417513438,-1.431914291
Newman Road/Maple Croft Road,53.417968990,-1.429425582
Shiregreen Lane/Jacobs Drive,53.420698052,-1.436265665
Shiregreen Lane/Leedham Road,53.420625082,-1.436040921
Shiregreen Lane/Bellhouse Road,53.422543000,-1.440575071
Bellhouse Road/Pavilion Way,53.421318654,-1.444021960
Bellhouse Road/Primrose Avenue,53.421246119,-1.443887479
Primrose Avenue/Bellhouse Road,53.420642025,-1.443489082
Wincobank Avenue/Newman Road,53.417666307,-1.431927301
Newman Road/Wincobank Avenue,53.417648578,-1.430091901
Shiregreen Lane/Monckton Road,53.418260599,-1.434040927
Shiregreen Lane/Monckton Road,53.418253036,-1.434341956
Shiregreen Lane/Leedham Road,53.419815444,-1.435901160
Shiregreen Lane/Jacobs Drive,53.422504863,-1.440109087
Gleadless Road/Bartle Road,53.347648541,-1.432828015
Gleadless Road/Bartle Road,53.347838149,-1.433005759
Gleadless Road/Ashfield Close,53.349518997,-1.434891285
Gleadless Road/Ashfield Close,53.350225545,-1.436038673
Gleadless Road/Toll Bar Road,53.351307104,-1.438563260
Leighton Road/Spotswood Mount,53.351584429,-1.444042979
Leighton Road/Fleury Road,53.349917410,-1.443163319
Leighton Road/Fleury Crescent,53.350006942,-1.443087041
Leighton Road/Fleury Road,53.348908206,-1.440712861
Leighton Road/Fleury Road,53.348664187,-1.440430638
Leighton Road/Fleury Road,53.346934243,-1.437644300
Leighton Road/Fleury Road,53.346795385,-1.436789917
Leighton Road/Raeburn Road,53.345795892,-1.434519909
Leighton Road/Raeburn Road,53.345586459,-1.433951888
Raeburn Road/Leighton Road,53.345337280,-1.434480912
Raeburn Road/Morland Road,53.345605898,-1.438067333
Raeburn Road/Morland Road,53.345653948,-1.438727618
Raeburn Road/Morland Road,53.344187707,-1.440414119
Raeburn Road/Raeburn Place,53.343970793,-1.440161613
Raeburn Road/Raeburn Place,53.342587523,-1.440374980
Raeburn Road/Raeburn Close,53.342644970,-1.441125217
Henley Avenue/The Meads,53.333363204,-1.461473714
Warminster Road/Mount View Road,53.342161149,-1.467025309
Warminster Road/Warminster Place,53.341979506,-1.466607026
Derbyshire Lane/Cobnar Road,53.340135184,-1.470279613
Hemsworth Road/Derbyshire Lane,53.340114807,-1.469739187
Warminster Road/Hemsworth Road,53.340153321,-1.464271839
Hemsworth Road/Warminster Road,53.339786756,-1.464711975
Hemsworth Road/Bunting Nook,53.339841513,-1.462894019
Blackstock Road/Gaunt Drive,53.342106302,-1.449002514
Blackstock Road/Norton Avenue,53.339005299,-1.450979850
Norton Avenue/Oaks Park View,53.337785229,-1.445664102
Norton Avenue/Mawfa Road,53.337372873,-1.447847044
Constable Road/Constable Drive,53.340393544,-1.447943215
Constable Road/Blackstock Drive,53.340395071,-1.448273613
Blackstock Road/Constable Road,53.340154135,-1.450604649
Blackstock Road/Backmoor Road,53.339912834,-1.450908124
Hemsworth Road/Backmoor Crescent,53.339715753,-1.458930655
Hemsworth Road/Backmoor Crescent,53.339577455,-1.458166452
Hemsworth Road/Ashbury Lane,53.339060171,-1.455109233
Hemsworth Road/Ashbury Lane,53.338942638,-1.454960546
Hemsworth Road/Norton Lane,53.338580484,-1.452427063
Hemsworth Road/Norton Lane,53.338614852,-1.452081201
Norton Lane/Hemsworth Road,53.338185001,-1.452432126
Norton Lane/Maugerhay,53.335335683,-1.458370358
Norton Lane/Cloonmore Drive,53.335139644,-1.458748268
Cloonmore Drive/Norton Lane,53.334782223,-1.459218317
Arnold Avenue/Charnock Wood Road,53.337851449,-1.421724412
Arnold Avenue/Charnock Wood Road,53.336644933,-1.417610864
Arnold Avenue/Stoneley Crescent,53.336907059,-1.419754835
Charnock Dale Road/Charnock View,53.339238647,-1.420474131
Charnock Hall Road/Charnock View Road,53.341755965,-1.424285000
Charnock Hall Road/Oak Road,53.342097371,-1.424250365
Charnock Dale Road/Charnock Hall Road,53.339443246,-1.423745425
Charnock Dale Road/Charnock Hall Road,53.339526676,-1.424269955
Norton Avenue/Lightwood Lane,53.338604065,-1.441989013
Norton Avenue/Lightwood Lane,53.338110554,-1.442175670
Norton Avenue/Raeburn Road,53.339601111,-1.439918442
Norton Avenue/Bowman Drive,53.341303095,-1.436757119
Norton Avenue/Bowman Drive,53.341843661,-1.433220419
Norton Avenue/Bowman Drive,53.342018925,-1.434164327
Norton Avenue/Bowman Drive,53.341572741,-1.436753567
Norton Avenue/Raeburn Road,53.339889509,-1.440079872
Constable Road/Raeburn Road,53.341394832,-1.442898816
Constable Road/Constable Close,53.341007396,-1.444631070
Constable Road/Landseer Drive,53.340632614,-1.445221680
Thorpe House Road/Hollythorpe Rise,53.350115816,-1.466941167
Thorpe House Avenue/Lees Hall Road,53.349136487,-1.465030558
Hollythorpe Rise/Thorpe House Road,53.349586113,-1.467082971
Upper Albert Road/Hollythorpe Rise,53.351898571,-1.467609995
Upper Albert Road/Bishopscourt Road,53.351400782,-1.468863089
Derbyshire Lane/Abbey View Drive,53.346215814,-1.473268568
Derbyshire Lane/Norton Lees Crescent,53.345997046,-1.472580300
